17	с	с	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1838.723#1838.954
18	каких	какой	DET	_	Case=Gen|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#1838.954#1839.185
19	пор	пора	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#1839.185#1839.416
20	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@juad1986m-word#@juad1986m#1839.416#1839.647
21	не	не	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#1839.647#1839.878
22	вместе	вместе	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#1839.878#1840.109
23	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1840.109#1840.34
24	почему	почему	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#1843.724#1844.168
25	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1844.168#1844.612
26	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1877.949#1878.321
27	болезненное	болезненный	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1878.321#1878.693
28	расставание	расставание	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1878.693#1879.065
29	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#1879.065#1879.437
30	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1879.437#1879.809
31	со	с	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1879.809#1880.181
32	скандалами	скандал	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#1880.181#1880.553
33	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1880.553#1880.925
34	с	секунда	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1880.925#1881.297
35	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1881.297#1881.673
36	его	его	DET	_	_	_	_	_	@juad1986m-word#@juad1986m#1911.833#1912.18
37	новая	новый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1912.18#1912.527
38	девушка	девушка	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1912.527#1912.874
39	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1912.874#1913.221
40	ммм	мм	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1913.221#1913.568
41	которая	который	PRON	_	Case=Nom	_	_	_	@juad1986m-word#@juad1986m#1913.568#1913.915
42	выбегала	выбегать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#1913.915#1914.262
43	на	на	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1914.262#1914.609
44	поле	поле	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1914.609#1914.956
45	вместе	вместе	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#1914.956#1915.303
46	с	с	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1915.303#1915.65
47	ним	он	PRON	_	Case=Ins|Gender=Masc|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#1915.65#1915.999
48	ааа	аа	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1916.237#1916.547
49	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@juad1986m-word#@juad1986m#1916.547#1916.857
50	впервые	впервые	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#1916.857#1917.167
51	увиделись	увидеться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@juad1986m-word#@juad1986m#1917.167#1917.477
52	в	в	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1917.477#1917.787
53	Берлине	Берлин	PROPN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1917.787#1918.097
54	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1918.097#1918.412
55	как	как	SCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#1920.278#1920.522
56	там	там	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#1920.522#1920.766
57	эта	этот	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1920.766#1921.01
58	встреча	встреча	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1921.01#1921.254
59	шла	идти	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#1921.254#1921.498
60	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1921.498#1921.742
61	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#1922.451#1922.693
62	без	без	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1922.693#1922.935
63	эмоций	эмоция	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#1922.935#1923.177
64	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1923.177#1923.419
65	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1923.419#1923.661
66	ну	ну	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#1923.661#1923.903
67	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1923.903#1924.145
68	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#1924.145#1924.387
69	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1924.387#1924.629
70	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#1924.629#1924.871
71	в	в	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1924.871#1925.113
72	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#1925.113#1925.355
73	какая-то	какой-то	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1925.355#1925.597
74	женская	женский	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1925.597#1925.839
75	ревность	ревность	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1925.839#1926.081
76	или	или	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#1926.081#1926.323
77	что	что	SCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#1926.323#1926.565
78	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1926.565#1926.807
79	еще	еще	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#1926.807#1927.049
80	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1927.049#1927.291
81	любопытство	любопытство	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1927.291#1927.533
82	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1927.533#1927.775
83	что-то	что-то	PRON	_	Case=Nom	_	_	_	@juad1986m-word#@juad1986m#1927.775#1928.017
84	в	в	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1928.017#1928.259
85	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#1928.259#1928.501
86	играло	играть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#1928.501#1928.743
87	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1928.743#1929.0
88	а	а	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#1935.935#1936.649
89	где	где	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#1985.013#1985.267
90	живёт	жить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#1985.267#1985.521
91	ваша	ваш	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1985.521#1985.775
92	дочь	дочь	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1985.775#1986.029
93	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1986.029#1986.285
94	а	а	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#1988.181#1988.431
95	с	с	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1988.431#1988.681
96	кем	кто	PRON	_	Case=Ins	_	_	_	@juad1986m-word#@juad1986m#1988.681#1988.931
97	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1988.931#1989.181
98	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@juad1986m-word#@juad1986m#1989.363#1989.645
99	не	не	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#1989.645#1989.927
100	адрес	адрес	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1989.927#1990.209
101	хотел	хотеть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#1990.209#1990.491
102	узнать	узнать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#1990.491#1990.773
103	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1990.773#1991.055
104	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1991.055#1991.337
105	ааа	аа	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1991.337#1991.623
106	с	с	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1991.766#1992.064
107	кем	кто	PRON	_	Case=Ins	_	_	_	@juad1986m-word#@juad1986m#1992.064#1992.362
108	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1992.362#1992.662
109	и	и	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#1995.233#1995.417
110	с	с	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1995.417#1995.601
111	тобой	ты	PRON	_	Case=Ins|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#1995.601#1995.785
112	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1995.785#1995.971
113	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1996.695#1996.948
114	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#1996.948#1997.201
115	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#1997.201#1997.454
116	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@juad1986m-word#@juad1986m#1997.454#1997.707
117	каждый	каждый	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1997.707#1997.96
118	день	день	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1997.96#1998.213
119	видитесь	видиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@juad1986m-word#@juad1986m#1998.213#1998.466
120	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1998.466#1998.719
121	и	и	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#1998.719#1998.974
122	ей	она	PRON	_	Case=Dat|Gender=Fem|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#2004.688#2004.869
123	десять	десять	NUM	_	Case=Acc	_	_	_	@juad1986m-word#@juad1986m#2004.869#2005.05
124	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#2005.05#2005.231
125	сейчас	сейчас	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2005.231#2005.412
126	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2005.412#2005.593
127	да	да	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2005.593#2005.774
128	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2005.774#2005.956
129	у	у	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2007.275#2007.448
130	нее	она	PRON	_	Case=Gen|Gender=Fem|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#2007.448#2007.621
131	уже	уже	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2007.621#2007.794
132	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2007.794#2007.967
133	смартфон	смартфон	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2007.967#2008.14
134	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2008.14#2008.318
135	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#2010.217#2010.668
136	в	в	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2010.668#2011.119
137	курсе	курс	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2011.119#2011.57
138	акции	акция	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2011.57#2012.021
139	ебись	ебись	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2012.021#2012.472
140	за	за	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2012.472#2012.923
141	наследника	наследник	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2012.923#2013.374
142	медвежонка	медвежонка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2013.374#2013.825
143	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2013.825#2014.283
144	когда	когда	SCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2015.663#2015.905
145	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#2015.905#2016.147
146	м	метр	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2016.147#2016.389
147	о	о	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2016.389#2016.631
148	ней	она	PRON	_	Case=Loc|Gender=Fem|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#2016.631#2016.873
149	узнала	узнать	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2016.873#2017.115
150	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2017.115#2017.362
151	смотри	смотреть	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2038.354#2039.088
152	эээ	эээ	NOUN	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2039.185#2039.596
153	в	в	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2039.596#2040.007
154	акции	акция	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2040.007#2040.418
155	в	в	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2040.418#2040.829
156	тимирязевском	тимирязевский	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2040.829#2041.24
157	музее	музей	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2041.24#2041.651
158	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2041.651#2042.062
159	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2042.062#2042.473
160	с	с	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2042.473#2042.884
161	как	как	SCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2042.884#2043.295
162	раз	раз	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2043.295#2043.706
163	с	с	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2043.706#2044.117
164	2008	2008	NUM	_	_	_	_	_	@juad1986m-word#@juad1986m#2044.117#2044.528
165	года	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2044.528#2044.939
166	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@juad1986m-word#@juad1986m#2044.939#2045.35
167	интересует	интересовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2045.35#2045.761
168	этот	этот	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2045.761#2046.172
169	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2046.172#2046.597
170	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#2046.902#2047.381
171	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2047.381#2047.86
172	#смех#	#смех#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2047.86#2048.339
173	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2048.339#2048.818
174	э	эра	INTJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2048.818#2049.297
175	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#2049.297#2049.776
176	яркая	яркий	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2049.776#2050.256
177	дикая	дикий	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2050.646#2051.787
178	и	и	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2052.141#2052.637
179	к	к	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2053.177#2053.74
180	сожалению	сожаление	NOUN	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2053.74#2054.303
181	пророческая	пророческий	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2054.303#2054.867
182	ааа	аа	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2055.12#2055.393
183	вот	вот	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2055.393#2055.666
184	луч...	луч...	PROPN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2055.666#2055.939
185	лучше	хороший	ADV	_	Degree=Cmp	_	_	_	@juad1986m-word#@juad1986m#2055.939#2056.212
186	бы	бы	AUX	_	_	_	_	_	@juad1986m-word#@juad1986m#2056.212#2056.485
187	так	так	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2056.485#2056.758
188	не	не	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2056.758#2057.031
189	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2057.031#2057.304
190	ну	ну	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2057.304#2057.577
191	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2057.577#2057.85
192	слушай	слушае	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2057.85#2058.123
193	в	в	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2058.123#2058.396
194	2008	2008	NUM	_	_	_	_	_	@juad1986m-word#@juad1986m#2058.396#2058.669
195	году	год	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2058.669#2058.942
196	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@juad1986m-word#@juad1986m#2058.942#2059.215
197	не	не	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2059.215#2059.488
198	понимал	понимать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2059.488#2059.761
199	почему	почему	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2059.761#2060.034
200	так	так	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2060.034#2060.307
201	происходит	происходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2060.307#2060.58
202	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2060.58#2060.853
203	что	что	SCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2060.853#2061.126
204	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@juad1986m-word#@juad1986m#2061.126#2061.399
205	хотите	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2061.399#2061.672
206	доказать	доказать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2061.672#2061.948
207	но	но	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2062.051#2062.362
208	приходит	приходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2062.362#2062.673
209	новый	новый	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2062.673#2062.984
210	президент	президент	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2062.984#2063.295
211	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2063.295#2063.606
212	и	и	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2063.606#2063.917
213	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2063.917#2064.228
214	и	и	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2064.228#2064.539
215	чего	что	PRON	_	Case=Gen	_	_	_	@juad1986m-word#@juad1986m#2064.539#2064.85
216	щас	щас	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2064.85#2065.161
217	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2065.161#2065.472
