46;происходить;происходить;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#77.557#77.899
47;всегда;всегда;ADV;_;_;_;_;_;@vap1969m-words#@vap1969m#78.492#78.902
48;со;с;ADP;_;_;_;_;_;@vap1969m-words#@vap1969m#78.902#79.312
49;всеми;весь;DET;_;Case=Ins|Number=Plur;_;_;_;@vap1969m-words#@vap1969m#79.312#79.722
50;словами;слово;NOUN;_;Animacy=Inan|Case=Ins|Gender=Neut|Number=Plur;_;_;_;@vap1969m-words#@vap1969m#79.722#80.132
51;во;в;ADP;_;_;_;_;_;@vap1969m-words#@vap1969m#80.132#80.542
52;всех;весь;DET;_;Case=Loc|Number=Plur;_;_;_;@vap1969m-words#@vap1969m#80.542#80.952
53;Языках;Язык;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur;_;_;_;@vap1969m-words#@vap1969m#80.952#81.362
54;такое;такой;DET;_;Case=Nom|Gender=Neut|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#81.362#81.772
55;происходило;происходить;VERB;_;Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#81.772#82.182
56;инфлЯциЯ;инфлЯциЯ;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#82.182#82.592
57;такаЯ;такой;DET;_;Case=Nom|Gender=Fem|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#82.592#83.002
58;#одновременно#;#одновременно#;X;_;_;_;_;_;@vap1969m-words#@vap1969m#83.002#83.414
59;да;да;INTJ;_;_;_;_;_;@vap1969m-words#@vap1969m#83.784#83.853
60;да;да;INTJ;_;_;_;_;_;@vap1969m-words#@vap1969m#89.856#90.105
61;нет;нет;INTJ;_;_;_;_;_;@vap1969m-words#@vap1969m#90.105#90.354
62;/;/;PUNCT;_;_;_;_;_;@vap1969m-words#@vap1969m#90.354#90.603
63;аа;а;INTJ;_;_;_;_;_;@vap1969m-words#@vap1969m#90.603#90.852
64;всегда;всегда;ADV;_;_;_;_;_;@vap1969m-words#@vap1969m#90.896#91.242
65;были;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#91.242#91.588
66;слова;слово;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur;_;_;_;@vap1969m-words#@vap1969m#91.588#91.934
67;которые;который;PRON;_;Case=Nom;_;_;_;@vap1969m-words#@vap1969m#91.934#92.28
68;весили;весить;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#92.28#92.626
69;много;много;ADV;_;Degree=Pos;_;_;_;@vap1969m-words#@vap1969m#92.626#92.972
70;/;/;PUNCT;_;_;_;_;_;@vap1969m-words#@vap1969m#92.972#93.318
71;ну;ну;PART;_;_;_;_;_;@vap1969m-words#@vap1969m#93.318#93.664
72;/;/;PUNCT;_;_;_;_;_;@vap1969m-words#@vap1969m#93.664#94.01
73;насколько;насколько;ADV;_;Degree=Pos;_;_;_;@vap1969m-words#@vap1969m#94.01#94.356
74;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@vap1969m-words#@vap1969m#94.356#94.702
75;можем;мочь;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#94.702#95.048
76;проследить;проследить;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#95.048#95.394
77;в;в;ADP;_;_;_;_;_;@vap1969m-words#@vap1969m#95.394#95.74
78;тех;тот;DET;_;Case=Loc|Number=Plur;_;_;_;@vap1969m-words#@vap1969m#95.74#96.086
79;Языках;Язык;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur;_;_;_;@vap1969m-words#@vap1969m#96.086#96.432
80;которые;который;PRON;_;Case=Nom;_;_;_;@vap1969m-words#@vap1969m#96.432#96.778
81;похожи;похожий;ADJ;_;Degree=Pos|Number=Plur|Variant=Short;_;_;_;@vap1969m-words#@vap1969m#96.778#97.124
82;на;на;ADP;_;_;_;_;_;@vap1969m-words#@vap1969m#97.124#97.47
83;наши;наш;DET;_;Case=Acc|Number=Plur;_;_;_;@vap1969m-words#@vap1969m#97.47#97.816
84;/;/;PUNCT;_;_;_;_;_;@vap1969m-words#@vap1969m#97.816#98.162
85;которые;который;PRON;_;Case=Nom;_;_;_;@vap1969m-words#@vap1969m#98.162#98.508
86;были;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#98.508#98.854
87;/;/;PUNCT;_;_;_;_;_;@vap1969m-words#@vap1969m#98.854#99.2
88;всегда;всегда;ADV;_;_;_;_;_;@vap1969m-words#@vap1969m#99.2#99.546
89;были;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#99.546#99.892
90;слова;слово;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur;_;_;_;@vap1969m-words#@vap1969m#99.892#100.238
91;которые;который;PRON;_;Case=Nom;_;_;_;@vap1969m-words#@vap1969m#100.238#100.584
92;весили;весить;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#100.584#100.93
93;много;много;ADV;_;Degree=Pos;_;_;_;@vap1969m-words#@vap1969m#100.93#101.276
94;/;/;PUNCT;_;_;_;_;_;@vap1969m-words#@vap1969m#101.276#101.622
95;были;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#101.622#101.968
96;слова;слово;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur;_;_;_;@vap1969m-words#@vap1969m#101.968#102.314
97;которые;который;PRON;_;Case=Nom;_;_;_;@vap1969m-words#@vap1969m#102.314#102.66
98;весили;весить;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#102.66#103.006
99;мало;мало;ADV;_;Degree=Pos;_;_;_;@vap1969m-words#@vap1969m#103.006#103.352
100;/;/;PUNCT;_;_;_;_;_;@vap1969m-words#@vap1969m#103.352#103.698
101;и;и;CCONJ;_;_;_;_;_;@vap1969m-words#@vap1969m#103.698#104.044
102;те;тот;DET;_;Case=Nom|Number=Plur;_;_;_;@vap1969m-words#@vap1969m#104.044#104.39
103;которые;который;PRON;_;Case=Nom;_;_;_;@vap1969m-words#@vap1969m#104.39#104.736
104;весили;весить;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#104.736#105.082
105;много;много;ADV;_;Degree=Pos;_;_;_;@vap1969m-words#@vap1969m#105.082#105.428
106;терЯли;терЯть;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#105.428#105.774
107;свой;свой;DET;_;Case=Acc|Gender=Masc|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#105.774#106.12
108;вес;вес;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#106.12#106.466
109;вот;вот;PART;_;_;_;_;_;@vap1969m-words#@vap1969m#106.466#106.812
110;так;так;PRON;_;_;_;_;_;@vap1969m-words#@vap1969m#106.812#107.194
111;ну;ну;PART;_;_;_;_;_;@vap1969m-words#@vap1969m#115.334#115.665
112;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@vap1969m-words#@vap1969m#115.665#115.996
113;знаете;знать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#115.996#116.327
114;это;это;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#116.327#116.658
115;/;/;PUNCT;_;_;_;_;_;@vap1969m-words#@vap1969m#116.658#116.989
116;вопрос;вопрос;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#116.989#117.32
117;скорее;скоро;ADV;_;Degree=Cmp;_;_;_;@vap1969m-words#@vap1969m#117.32#117.651
118;не;не;PART;_;_;_;_;_;@vap1969m-words#@vap1969m#117.651#117.982
119;про;про;ADP;_;_;_;_;_;@vap1969m-words#@vap1969m#117.982#118.313
120;слова;слово;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur;_;_;_;@vap1969m-words#@vap1969m#118.313#118.644
121;а;а;CCONJ;_;_;_;_;_;@vap1969m-words#@vap1969m#118.644#118.975
122;про;про;ADP;_;_;_;_;_;@vap1969m-words#@vap1969m#118.975#119.306
123;жизнь;жизнь;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#119.306#119.637
124;ведь;ведь;SCONJ;_;_;_;_;_;@vap1969m-words#@vap1969m#119.637#119.968
125;собственно;собственно;ADV;_;_;_;_;_;@vap1969m-words#@vap1969m#119.968#120.299
126;слова-то;слово;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur;_;_;_;@vap1969m-words#@vap1969m#120.299#120.63
127;они;они;PRON;_;Case=Nom|Number=Plur|Person=3;_;_;_;@vap1969m-words#@vap1969m#120.63#120.961
128;длЯ;длЯ;ADP;_;_;_;_;_;@vap1969m-words#@vap1969m#120.961#121.292
129;чего;что;PRON;_;Case=Gen;_;_;_;@vap1969m-words#@vap1969m#121.292#121.623
130;нужны;нужный;ADJ;_;Degree=Pos|Number=Plur|Variant=Short;_;_;_;@vap1969m-words#@vap1969m#121.623#121.954
131;длЯ;длЯ;ADP;_;_;_;_;_;@vap1969m-words#@vap1969m#121.954#122.285
132;того;то;PRON;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#122.285#122.616
133;чтобы;чтобы;SCONJ;_;Mood=Cnd;_;_;_;@vap1969m-words#@vap1969m#122.616#122.947
134;описывать;описывать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#122.947#123.278
135;какие-то;какой-то;DET;_;Case=Acc|Number=Plur;_;_;_;@vap1969m-words#@vap1969m#123.278#123.609
136;вещи;вещь;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur;_;_;_;@vap1969m-words#@vap1969m#123.609#123.94
137;вокруг;вокруг;ADP;_;_;_;_;_;@vap1969m-words#@vap1969m#123.94#124.271
138;нас;мы;PRON;_;Case=Gen|Number=Plur|Person=1;_;_;_;@vap1969m-words#@vap1969m#124.271#124.602
139;/;/;PUNCT;_;_;_;_;_;@vap1969m-words#@vap1969m#124.602#124.933
140;значит;значить;ADP;_;_;_;_;_;@vap1969m-words#@vap1969m#124.933#125.264
141;если;если;SCONJ;_;_;_;_;_;@vap1969m-words#@vap1969m#125.264#125.595
142;в;в;ADP;_;_;_;_;_;@vap1969m-words#@vap1969m#125.595#125.926
143;нашей;наш;DET;_;Case=Loc|Gender=Fem|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#125.926#126.257
144;жизни;жизнь;NOUN;_;Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#126.257#126.588
145;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#126.588#126.919
146;вещи;вещь;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur;_;_;_;@vap1969m-words#@vap1969m#126.919#127.25
147;которые;который;PRON;_;Case=Nom;_;_;_;@vap1969m-words#@vap1969m#127.25#127.581
148;нам;мы;PRON;_;Case=Dat|Number=Plur|Person=1;_;_;_;@vap1969m-words#@vap1969m#127.581#127.912
149;кажутсЯ;казатьсЯ;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@vap1969m-words#@vap1969m#127.912#128.243
150;серьезными;серьезный;ADJ;_;Case=Ins|Degree=Pos|Number=Plur;_;_;_;@vap1969m-words#@vap1969m#128.243#128.574
151;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@vap1969m-words#@vap1969m#128.574#128.905
152;их;они;PRON;_;Case=Acc|Number=Plur|Person=3;_;_;_;@vap1969m-words#@vap1969m#128.905#129.236
153;называем;называть;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#129.236#129.567
154;серьезными;серьезный;ADJ;_;Case=Ins|Degree=Pos|Number=Plur;_;_;_;@vap1969m-words#@vap1969m#129.567#129.898
155;словами;слово;NOUN;_;Animacy=Inan|Case=Ins|Gender=Neut|Number=Plur;_;_;_;@vap1969m-words#@vap1969m#129.898#130.229
156;и;и;CCONJ;_;_;_;_;_;@vap1969m-words#@vap1969m#130.229#130.56
157;к;к;ADP;_;_;_;_;_;@vap1969m-words#@vap1969m#130.56#130.891
158;ним;они;PRON;_;Case=Dat|Number=Plur|Person=3;_;_;_;@vap1969m-words#@vap1969m#130.891#131.222
159;соответственно;соответственно;ADV;_;Degree=Pos;_;_;_;@vap1969m-words#@vap1969m#131.222#131.553
160;относимсЯ;относитьсЯ;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@vap1969m-words#@vap1969m#131.553#131.894
161;и;и;CCONJ;_;_;_;_;_;@vap1969m-words#@vap1969m#132.227#132.659
162;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#132.659#133.091
163;менЯетсЯ;менЯтьсЯ;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@vap1969m-words#@vap1969m#133.091#133.523
164;/;/;PUNCT;_;_;_;_;_;@vap1969m-words#@vap1969m#133.523#133.955
165;сегоднЯ;сегоднЯ;ADV;_;_;_;_;_;@vap1969m-words#@vap1969m#133.955#134.387
166;одно;один;NUM;_;Case=Nom|Gender=Neut;_;_;_;@vap1969m-words#@vap1969m#134.387#134.819
167;завтра;завтра;ADV;_;_;_;_;_;@vap1969m-words#@vap1969m#134.819#135.251
168;другое;другой;ADJ;_;Case=Nom|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#135.251#135.683
169;ну;ну;PART;_;_;_;_;_;@vap1969m-words#@vap1969m#135.683#136.115
170;[нрзб];[нрзб];X;_;_;_;_;_;@vap1969m-words#@vap1969m#136.115#136.551
171;да;да;INTJ;_;_;_;_;_;@vap1969m-words#@vap1969m#138.261#138.636
172;/;/;PUNCT;_;_;_;_;_;@vap1969m-words#@vap1969m#138.636#139.011
173;скорее;скорее;ADV;_;Degree=Cmp;_;_;_;@vap1969m-words#@vap1969m#139.011#139.386
174;скорее;скорее;ADV;_;Degree=Cmp;_;_;_;@vap1969m-words#@vap1969m#139.772#140.12
175;дело;дело;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#140.12#140.468
176;да;да;INTJ;_;_;_;_;_;@vap1969m-words#@vap1969m#140.468#140.816
177;в;в;ADP;_;_;_;_;_;@vap1969m-words#@vap1969m#140.816#141.164
178;понЯтии;понЯтие;NOUN;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#141.164#141.512
179;а;а;CCONJ;_;_;_;_;_;@vap1969m-words#@vap1969m#141.512#141.86
180;не;не;PART;_;_;_;_;_;@vap1969m-words#@vap1969m#141.86#142.208
181;в;в;ADP;_;_;_;_;_;@vap1969m-words#@vap1969m#142.208#142.556
182;/;/;PUNCT;_;_;_;_;_;@vap1969m-words#@vap1969m#142.556#142.904
183;самом;самый;ADJ;_;Case=Loc|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#142.904#143.252
184;мм;мм;INTJ;_;_;_;_;_;@vap1969m-words#@vap1969m#143.252#143.6
185;/;/;PUNCT;_;_;_;_;_;@vap1969m-words#@vap1969m#143.6#143.948
186;слове;слово;NOUN;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#143.948#144.302
187;да;да;INTJ;_;_;_;_;_;@vap1969m-words#@vap1969m#148.062#148.265
188;/;/;PUNCT;_;_;_;_;_;@vap1969m-words#@vap1969m#148.265#148.468
189;да;да;INTJ;_;_;_;_;_;@vap1969m-words#@vap1969m#148.468#148.672
190;ну;ну;PART;_;_;_;_;_;@vap1969m-words#@vap1969m#150.13#150.574
191;/;/;PUNCT;_;_;_;_;_;@vap1969m-words#@vap1969m#150.574#151.018
192;инкивизиции;инкивизициЯ;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#151.018#151.462
193;нету;нет;PRED;_;_;_;_;_;@vap1969m-words#@vap1969m#151.462#151.909
194;[нрзб];[нрзб];X;_;_;_;_;_;@vap1969m-words#@vap1969m#151.968#152.371
195;да;да;INTJ;_;_;_;_;_;@vap1969m-words#@vap1969m#152.371#152.775
196;да;да;PART;_;_;_;_;_;@vap1969m-words#@vap1969m#152.844#153.134
197;/;/;PUNCT;_;_;_;_;_;@vap1969m-words#@vap1969m#153.134#153.424
198;и;и;CCONJ;_;_;_;_;_;@vap1969m-words#@vap1969m#153.424#153.714
199;многого;многое;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#153.714#154.004
200;другого;другой;ADJ;_;Case=Gen|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#154.004#154.295
201;да;да;INTJ;_;_;_;_;_;@vap1969m-words#@vap1969m#155.121#155.467
202;а;а;CCONJ;_;_;_;_;_;@vap1969m-words#@vap1969m#158.51#158.828
203;с;с;ADP;_;_;_;_;_;@vap1969m-words#@vap1969m#158.828#159.146
204;другой;другой;ADJ;_;Case=Gen|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#159.146#159.464
205;стороны;сторона;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#159.464#159.782
206;да;да;INTJ;_;_;_;_;_;@vap1969m-words#@vap1969m#159.782#160.1
207;/;/;PUNCT;_;_;_;_;_;@vap1969m-words#@vap1969m#160.1#160.418
208;хочетсЯ;хотетьсЯ;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@vap1969m-words#@vap1969m#160.418#160.736
209;употребить;употребить;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#160.736#161.054
210;все-таки;все-таки;PART;_;_;_;_;_;@vap1969m-words#@vap1969m#161.054#161.372
211;сильное;сильный;ADJ;_;Case=Acc|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#161.372#161.69
212;слово;слово;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#161.69#162.008
213;/;/;PUNCT;_;_;_;_;_;@vap1969m-words#@vap1969m#162.008#162.326
214;поэтому;поэтому;ADV;_;_;_;_;_;@vap1969m-words#@vap1969m#162.326#162.644
215;аа;а;INTJ;_;_;_;_;_;@vap1969m-words#@vap1969m#162.644#162.962
216;/;/;PUNCT;_;_;_;_;_;@vap1969m-words#@vap1969m#162.962#163.28
217;слово-то;слово;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#163.28#163.598
218;помнит;помнить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#163.598#163.916
219;что;что;SCONJ;_;_;_;_;_;@vap1969m-words#@vap1969m#163.916#164.234
220;оно;оно;PRON;_;Case=Nom|Gender=Neut|Number=Sing|Person=3;_;_;_;@vap1969m-words#@vap1969m#164.234#164.552
221;когда-то;когда-то;ADV;_;_;_;_;_;@vap1969m-words#@vap1969m#164.552#164.87
222;было;быть;AUX;_;Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#164.87#165.188
223;таким;такой;DET;_;Case=Ins|Gender=Neut|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#165.188#165.506
224;ну;ну;PART;_;_;_;_;_;@vap1969m-words#@vap1969m#165.506#165.824
225;собственно;собственно;ADV;_;_;_;_;_;@vap1969m-words#@vap1969m#165.824#166.142
226;и;и;CCONJ;_;_;_;_;_;@vap1969m-words#@vap1969m#166.142#166.46
227;продолжает;продолжать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#166.46#166.778
228;быть;быть;AUX;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@vap1969m-words#@vap1969m#166.778#167.096
229;серьезным;серьезный;ADJ;_;Case=Ins|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@vap1969m-words#@vap1969m#167.096#167.414
230;еще;еще;ADV;_;Degree=Pos;_;_;_;@vap1969m-words#@vap1969m#167.414#167.748
